idx,ssim,psnr,lpips,brightness,color_temp,saturation
347,0.6547914527368862,14.407563947962409,0.19968390464782715,night,warm_artificial,high
348,0.6624370788761181,15.714619077277579,0.21694907546043396,day,warm_artificial,high
349,0.7644467259547753,21.817866292938014,0.06831769645214081,twilight,natural,medium
350,0.7259322140325782,22.665844405508846,0.07738551497459412,twilight,warm_artificial,high
351,0.7906435545782008,28.232257463611624,0.07141746580600739,day,warm_artificial,medium
352,0.7125691209347789,20.153893204373873,0.08667627722024918,day,warm_artificial,medium
353,0.6610664705627086,19.003024078720202,0.16965501010417938,overexposed,warm_artificial,high
354,0.46457283975603075,16.313143571024437,0.161750927567482,day,warm_artificial,low
355,0.41840297206758176,18.172395986911695,0.10418304800987244,day,cool_artificial,medium
356,0.3419529995483514,17.00838335525556,0.14791014790534973,overexposed,warm_artificial,medium
357,0.7234187996924848,21.335555776385217,0.19389615952968597,twilight,warm_artificial,high
358,0.7833517152661965,28.195180374953168,0.06856577098369598,night,warm_artificial,medium
359,0.592840222111724,13.882772448909428,0.21163800358772278,overexposed,warm_artificial,low
360,0.7335569917882871,20.694247082640015,0.10064082592725754,twilight,warm_artificial,high
361,0.6900222704746103,20.759251715591496,0.11418405175209045,day,warm_artificial,medium
362,0.7243524744877994,22.2056805113681,0.08326143026351929,day,warm_artificial,high
363,0.3411505028030499,17.80667221119097,0.1667490452528,twilight,warm_artificial,medium
364,0.6002385283735813,15.66045739668638,0.1313851773738861,twilight,warm_artificial,medium
365,0.8300431943867879,22.703048229661565,0.0751384049654007,twilight,warm_artificial,medium
366,0.6205768137474558,22.879273558232917,0.0754765048623085,day,cool_artificial,medium
367,0.8020933992561684,22.663301728907143,0.1678110510110855,day,warm_artificial,medium
368,0.7924266967096232,22.8338936924928,0.06218209117650986,day,warm_artificial,medium
369,0.7624602425954752,24.766898271968113,0.10427235811948776,night,warm_artificial,high
370,0.7970936793211313,19.980781648755116,0.08144443482160568,night,warm_artificial,medium
371,0.6978027826476926,20.609215105838167,0.07647109031677246,twilight,warm_artificial,medium
372,0.8109603023644784,22.690033988191452,0.06826944649219513,overexposed,warm_artificial,medium
373,0.5565430899386705,14.63424115404701,0.17008650302886963,twilight,natural,medium
374,0.465731996451564,14.676330587787112,0.194413959980011,night,natural,medium
375,0.540519681076121,22.733172998944905,0.08000089973211288,twilight,warm_artificial,high
376,0.5830468496414605,17.09942508584161,0.10455527901649475,twilight,natural,medium
377,0.7220710337739678,23.56334016672041,0.09316319227218628,day,cool_artificial,low
378,0.8891923033782637,23.310975243537694,0.16468501091003418,day,warm_artificial,high
379,0.7461200753242513,22.057218679735865,0.09868462383747101,day,warm_artificial,medium
380,0.663336929189967,16.545746540129535,0.17693254351615906,night,warm_artificial,high
381,0.41926966731145915,19.061508310393684,0.1654702126979828,night,warm_artificial,high
382,0.5135939756585248,21.514822814776196,0.12368091195821762,night,warm_artificial,high
383,0.7766310625381142,20.54178113430273,0.09302687644958496,day,cool_artificial,medium
384,0.5629127338050938,18.243110707895053,0.08882441371679306,day,cool_artificial,high
385,0.7734575553395789,18.444461823513723,0.12699072062969208,overexposed,cool_artificial,medium
386,0.7192436819624097,17.96711099765639,0.13631197810173035,twilight,warm_artificial,high
387,0.7444048086499269,22.97307271138486,0.08799669146537781,overexposed,warm_artificial,medium
388,0.5488773578205411,17.582522756145764,0.13353580236434937,overexposed,natural,medium
389,0.47604201444916083,15.008558730610101,0.17737241089344025,twilight,natural,high
390,0.5159307946146541,17.894295756832804,0.12940241396427155,twilight,natural,low
391,0.525287847950182,21.1089801822445,0.09887199103832245,day,warm_artificial,medium
392,0.6093189985754225,19.003947205826336,0.1025448739528656,twilight,natural,low
393,0.558205101313565,22.303731961269598,0.10314474254846573,night,warm_artificial,high
394,0.49966783651074115,20.93465323597906,0.12331430613994598,day,natural,low
395,0.34687247924637415,16.50670425784583,0.1718919575214386,day,warm_artificial,medium
396,0.6665057607074781,19.127888816584225,0.07618772238492966,twilight,warm_artificial,low
397,0.7898711626312193,21.320225223035067,0.08299939334392548,overexposed,cool_artificial,medium
398,0.7938973928366485,20.097088681621248,0.15646827220916748,day,warm_artificial,high
399,0.7021588869069025,22.0315476062895,0.10602136701345444,twilight,warm_artificial,high
400,0.45911018769719614,19.160920832167264,0.12818893790245056,twilight,warm_artificial,medium
401,0.6653489434629402,17.84267514585605,0.13511793315410614,night,warm_artificial,medium
402,0.586451511755985,21.80196267720428,0.0995529517531395,day,warm_artificial,low
403,0.7406767486342877,18.599738964290598,0.15752960741519928,overexposed,natural,low
404,0.5238891587751898,14.403433181659505,0.13944493234157562,overexposed,warm_artificial,medium
405,0.822796741476131,21.58664569221085,0.07589026540517807,overexposed,warm_artificial,low
406,0.5329034877590016,18.82073097843481,0.14579303562641144,day,warm_artificial,high
407,0.5982001160409252,20.390207770570683,0.07624339312314987,twilight,warm_artificial,medium
408,0.7806847027670508,26.41280267384518,0.0974913090467453,day,warm_artificial,medium
409,0.5065214954953946,15.839731675698818,0.14645187556743622,twilight,warm_artificial,medium
410,0.6740618849605241,14.769049487957062,0.1322261244058609,twilight,warm_artificial,medium
411,0.7826759985435113,17.949359622516646,0.16659027338027954,twilight,warm_artificial,low
412,0.7366724464000772,19.171711043976412,0.09220188856124878,overexposed,natural,low
413,0.850969029350091,26.907023269580943,0.03847122937440872,twilight,warm_artificial,medium
414,0.7056981157909971,18.94189273220659,0.1994178593158722,night,natural,medium
415,0.5778173299075761,20.67061728249734,0.09664075076580048,twilight,warm_artificial,medium
416,0.7524749795397261,20.051536813696416,0.09387841820716858,twilight,warm_artificial,medium
417,0.8033219445574056,17.090552496505943,0.0781332328915596,overexposed,cool_artificial,low
418,0.6879589467417037,14.793286356793171,0.08912402391433716,twilight,warm_artificial,medium
419,0.7917594537785947,17.453363330483064,0.09307145327329636,overexposed,warm_artificial,low
420,0.8013336600915943,17.582390910619562,0.12098672986030579,twilight,warm_artificial,high
421,0.7705183802651465,25.31654495082006,0.07259887456893921,twilight,warm_artificial,medium
422,0.5717272406279391,20.62866786379869,0.11016015708446503,twilight,natural,medium
423,0.7321730446964727,25.022173095779856,0.08355431258678436,overexposed,cool_artificial,low
424,0.867939946603267,26.389803880223504,0.048497188836336136,day,natural,medium
425,0.8052854705451451,20.607190459346874,0.09086079150438309,day,warm_artificial,medium
426,0.7282713036199148,24.25651520044894,0.051915161311626434,day,warm_artificial,medium
427,0.469890681250619,16.348076385869188,0.16911627352237701,night,natural,medium
428,0.8118215858141277,25.360070186939375,0.11130180209875107,overexposed,warm_artificial,medium
429,0.7891273320198772,25.755109663337446,0.06306794285774231,day,warm_artificial,medium
430,0.5528760541789387,18.5654135199512,0.191227987408638,overexposed,warm_artificial,medium
431,0.7184307345247948,20.109609071148114,0.15627315640449524,overexposed,warm_artificial,low
432,0.6919055016979666,17.400333555036788,0.15316961705684662,overexposed,warm_artificial,medium
433,0.6542518397554832,15.333513741079708,0.1591869592666626,day,cool_artificial,medium
434,0.6270358952454381,22.554927742886566,0.14860044419765472,twilight,warm_artificial,high
435,0.6636913153255856,20.70665062437961,0.08820520341396332,twilight,cool_artificial,medium
436,0.7140460631241704,26.90316928440593,0.07372867316007614,twilight,natural,low
437,0.8139570463822126,25.57799977297796,0.06382106989622116,day,natural,medium
438,0.792391574258286,24.237538449736974,0.09348491579294205,day,warm_artificial,high
439,0.7903588832538736,21.71067750235071,0.05710728093981743,overexposed,warm_artificial,medium
440,0.5981605828065215,20.712261233697472,0.2022307962179184,night,warm_artificial,high
441,0.4793287158285076,17.11950376075023,0.14242511987686157,twilight,warm_artificial,high
442,0.8734160677855493,18.427359354047876,0.08509544283151627,day,warm_artificial,high
443,0.6839036278653121,16.807221344057368,0.11460338532924652,overexposed,warm_artificial,low
444,0.7773635349837283,21.84774700093222,0.09967083483934402,twilight,warm_artificial,medium
445,0.748836862263996,23.469891173733238,0.06246589124202728,day,cool_artificial,medium
446,0.5684451077426619,15.44104532562451,0.14148201048374176,twilight,natural,medium
447,0.8387402267008124,23.521443181929897,0.057493001222610474,day,natural,medium
448,0.17422435328714525,7.65643357839127,0.7546135783195496,overexposed,warm_artificial,high
449,0.8018597160618381,24.72026903987899,0.05275457724928856,day,warm_artificial,medium
450,0.8584381926590776,29.5845624838542,0.04709063470363617,day,warm_artificial,medium
451,0.8236067909347161,24.440213567930805,0.05259318649768829,twilight,warm_artificial,high
452,0.8792129570851103,21.495815953717408,0.10133440792560577,day,warm_artificial,medium
453,0.8048324520106376,25.69145656253785,0.07379236817359924,night,warm_artificial,medium
454,0.7227261042490057,19.291106027563707,0.08314943313598633,twilight,warm_artificial,medium
455,0.4359795588032902,17.82658236708525,0.08470483869314194,day,cool_artificial,high
456,0.5965905159400527,20.704371556603025,0.07619515061378479,day,warm_artificial,medium
457,0.6662210295386762,15.279826718322699,0.1552646905183792,twilight,warm_artificial,medium
458,0.7039260942044056,24.755528792824716,0.1077788695693016,day,natural,low
459,0.7604747466752627,22.734144921581148,0.12503540515899658,overexposed,warm_artificial,medium
460,0.5206912269490082,17.147183904045505,0.14210735261440277,night,warm_artificial,medium
461,0.7241549518049074,21.796078136390054,0.0542617067694664,day,natural,medium
462,0.684415469768472,21.643694421274184,0.1486554741859436,overexposed,warm_artificial,medium
463,0.7773446078644263,19.283148653810002,0.0886208787560463,overexposed,natural,low
464,0.5743015761626468,17.66141597714433,0.21871739625930786,twilight,natural,medium
465,0.8687396098295769,29.398739867079957,0.049096327275037766,day,warm_artificial,medium
466,0.6281445465099681,23.265970239152594,0.07647153735160828,day,warm_artificial,high
467,0.803921086784248,20.07169377059811,0.06536421179771423,twilight,cool_artificial,high
468,0.6263339165053715,15.370215638419788,0.13246320188045502,twilight,warm_artificial,medium
469,0.574309356712969,19.149444604359786,0.10178850591182709,overexposed,cool_artificial,medium
470,0.7259218264985786,20.19637584963911,0.16305756568908691,twilight,warm_artificial,high
471,0.5671898278878181,21.681657262003,0.0837319940328598,twilight,warm_artificial,high
472,0.2610216264478514,16.404439870168794,0.1536293625831604,overexposed,warm_artificial,medium
473,0.6387796604663104,20.818630657779792,0.13824917376041412,night,warm_artificial,high
474,0.7688935853418878,22.178081360910888,0.11422715336084366,twilight,cool_artificial,medium
475,0.811351535111465,17.590177808904613,0.14998796582221985,day,cool_artificial,high
476,0.5529712549532485,13.956368734828564,0.25345706939697266,night,warm_artificial,high
477,0.8644498404061481,20.962727994952225,0.11376998573541641,day,warm_artificial,medium
478,0.7200273374515157,17.835586234995848,0.11751677095890045,twilight,warm_artificial,high
479,0.678961022020348,20.88679602232738,0.07534470409154892,day,warm_artificial,medium
480,0.7796408552522425,20.725477029181427,0.03852145001292229,twilight,cool_artificial,medium
481,0.44886363894519676,18.218748186222054,0.1446245163679123,day,cool_artificial,medium
482,0.6742161601418687,21.182601897349297,0.09372331202030182,day,warm_artificial,medium
483,0.5621657773855461,23.25396440384198,0.09905842691659927,day,warm_artificial,medium
484,0.4360940586840972,11.955439720977143,0.19995400309562683,overexposed,natural,low
485,0.6668835979757909,23.568820480959968,0.0724494606256485,overexposed,cool_artificial,high
486,0.8425229686699259,28.00166789822638,0.04392607510089874,twilight,warm_artificial,medium
487,0.6844138980682791,19.22774772177499,0.08133237063884735,night,warm_artificial,high
488,0.8017997836007581,20.308926151794836,0.08193846046924591,day,warm_artificial,high
489,0.6433176804839876,18.341772946265216,0.10652583837509155,overexposed,warm_artificial,low
490,0.6021182851923563,14.174974158990583,0.1306213140487671,night,warm_artificial,medium
491,0.748188206320125,18.07547356216077,0.1218462735414505,day,warm_artificial,high
492,0.5738286288283555,21.359361157123537,0.09096315503120422,overexposed,warm_artificial,medium
493,0.75613906065855,23.4009111714734,0.05204485356807709,twilight,cool_artificial,medium
494,0.8012873981300207,12.620024117832788,0.13692548871040344,overexposed,warm_artificial,medium
495,0.6127400462236645,15.227467432731718,0.2371232509613037,twilight,warm_artificial,high
496,0.7610547225074566,24.54856549437105,0.06416339427232742,overexposed,warm_artificial,low
497,0.6255419621143848,20.605883927063758,0.11313554644584656,day,cool_artificial,medium
498,0.4385675085623209,20.533250280771384,0.11430338770151138,night,natural,high
499,0.5195721222486438,17.410654909449864,0.1480410099029541,day,natural,high
